unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU007375,2025-07-11,2025-08-22,2025-07-22,O+,National Hospital Abuja,Emergency,59,28,Transfused,\N,11,Low,No,2025,July
BBU007376,2023-02-25,2023-04-08,2023-03-07,B+,University College Hospital Ibadan,Pediatrics,17,7,Transfused,\N,10,Medium,No,2023,February
BBU007377,2025-08-23,2025-10-04,2025-08-27,A+,University College Hospital Ibadan,Oncology,44,5,Transfused,\N,4,Low,No,2025,August
BBU007378,2025-05-27,2025-07-08,2025-06-07,AB-,University of Port Harcourt Teaching Hospital,Emergency,28,18,Transfused,\N,11,Medium,No,2025,May
BBU007379,2025-07-06,2025-08-17,\N,AB+,National Hospital Abuja,Pediatrics,18,7,Expired,Contamination Detected,42,Medium,No,2025,July
BBU007380,2024-07-28,2024-09-08,2024-08-18,A+,Federal Medical Centre Owerri,ICU,37,12,Transfused,\N,21,Low,No,2024,July
BBU007381,2024-10-23,2024-12-04,2024-11-15,A+,Federal Medical Centre Owerri,Pediatrics,24,6,Transfused,\N,23,Medium,No,2024,October
BBU007382,2025-06-30,2025-08-11,2025-07-07,O+,Aminu Kano Teaching Hospital,ICU,46,27,Transfused,\N,7,Low,No,2025,June
BBU007383,2024-10-04,2024-11-15,2024-10-09,O-,National Hospital Abuja,Surgery,3,17,Transfused,\N,5,High,Yes,2024,October
BBU007384,2023-06-08,2023-07-20,2023-06-23,O+,University College Hospital Ibadan,Pediatrics,72,13,Transfused,\N,15,Low,No,2023,June
BBU007385,2025-07-15,2025-08-26,2025-08-03,B+,University of Port Harcourt Teaching Hospital,ICU,21,12,Transfused,\N,19,Medium,No,2025,July
BBU007386,2023-05-16,2023-06-27,2023-05-23,O+,Federal Medical Centre Owerri,Surgery,42,14,Transfused,\N,7,Low,No,2023,May
BBU007387,2025-10-08,2025-11-19,2025-10-18,O+,Lagos University Teaching Hospital,ICU,58,13,Transfused,\N,10,Low,No,2025,October
BBU007388,2024-09-11,2024-10-23,2024-09-22,O+,Lagos University Teaching Hospital,ICU,43,28,Transfused,\N,11,Low,No,2024,September
BBU007389,2025-03-10,2025-04-21,\N,O+,University College Hospital Ibadan,Oncology,30,24,Expired,Contamination Detected,42,Medium,No,2025,March
BBU007390,2024-03-06,2024-04-17,2024-03-26,B+,Federal Medical Centre Owerri,Emergency,40,9,Transfused,\N,20,Low,No,2024,March
BBU007391,2025-11-14,2025-12-26,2025-11-23,B+,University of Port Harcourt Teaching Hospital,Trauma,36,11,Transfused,\N,9,Low,No,2025,November
BBU007392,2025-12-11,2026-01-22,2025-12-12,O-,University College Hospital Ibadan,Surgery,0,10,Transfused,\N,1,High,Yes,2025,December
BBU007393,2025-09-07,2025-10-19,2025-09-11,O+,University College Hospital Ibadan,Hematology,45,14,Transfused,\N,4,Low,No,2025,September
BBU007394,2024-05-02,2024-06-13,2024-05-26,A+,University College Hospital Ibadan,Obstetrics,45,11,Transfused,\N,24,Low,No,2024,May
BBU007395,2023-08-11,2023-09-22,2023-09-03,A-,Lagos University Teaching Hospital,ICU,19,6,Transfused,\N,23,Medium,No,2023,August
BBU007396,2023-02-27,2023-04-10,2023-03-12,AB-,National Hospital Abuja,Emergency,48,18,Transfused,\N,13,Low,No,2023,February
BBU007397,2023-06-30,2023-08-11,\N,O+,University College Hospital Ibadan,Surgery,55,15,Available,\N,9,Low,No,2023,June
BBU007398,2025-12-07,2026-01-18,\N,A+,Lagos University Teaching Hospital,Oncology,49,11,Expired,Damaged During Handling,42,Low,No,2025,December
BBU007399,2023-07-21,2023-09-01,\N,O+,Aminu Kano Teaching Hospital,Surgery,52,16,Available,\N,1,Low,No,2023,July
BBU007400,2025-09-27,2025-11-08,2025-10-05,O+,University of Port Harcourt Teaching Hospital,Emergency,20,24,Transfused,\N,8,Medium,Yes,2025,September
BBU007401,2023-03-17,2023-04-28,2023-03-19,O+,University College Hospital Ibadan,Emergency,75,15,Transfused,\N,2,Low,No,2023,March
BBU007402,2025-07-20,2025-08-31,\N,AB+,University College Hospital Ibadan,ICU,52,3,Expired,Low Demand,42,Low,No,2025,July
BBU007403,2025-09-12,2025-10-24,2025-10-02,A+,National Hospital Abuja,ICU,17,14,Transfused,\N,20,Medium,No,2025,September
BBU007404,2023-10-22,2023-12-03,2023-11-13,A+,University College Hospital Ibadan,Surgery,32,13,Transfused,\N,22,Low,No,2023,October
BBU007405,2024-04-18,2024-05-30,2024-05-01,O+,University College Hospital Ibadan,ICU,34,20,Transfused,\N,13,Low,No,2024,April
BBU007406,2025-11-13,2025-12-25,\N,A+,Lagos University Teaching Hospital,ICU,50,18,Available,\N,27,Low,No,2025,November
BBU007407,2024-09-14,2024-10-26,2024-09-18,A+,University College Hospital Ibadan,Pediatrics,46,12,Transfused,\N,4,Low,No,2024,September
BBU007408,2024-05-11,2024-06-22,\N,O+,Federal Medical Centre Owerri,Obstetrics,65,22,Available,\N,2,Low,No,2024,May
BBU007409,2025-05-11,2025-06-22,2025-05-28,B+,National Hospital Abuja,Hematology,39,10,Transfused,\N,17,Low,No,2025,May
BBU007410,2025-11-12,2025-12-24,2025-11-27,O+,Lagos University Teaching Hospital,ICU,59,25,Transfused,\N,15,Low,No,2025,November
BBU007411,2025-11-28,2026-01-09,\N,O+,University College Hospital Ibadan,Oncology,70,19,Available,\N,12,Low,No,2025,November
BBU007412,2024-11-23,2025-01-04,2024-11-25,O+,Lagos University Teaching Hospital,Surgery,42,26,Transfused,\N,2,Low,No,2024,November
BBU007413,2025-09-24,2025-11-05,\N,A+,University College Hospital Ibadan,Obstetrics,36,8,Expired,Damaged During Handling,42,Low,No,2025,September
BBU007414,2023-07-27,2023-09-07,2023-08-20,A+,National Hospital Abuja,Emergency,18,18,Transfused,\N,24,Medium,No,2023,July
BBU007415,2024-03-22,2024-05-03,\N,AB+,University College Hospital Ibadan,Obstetrics,21,4,Expired,Inventory Overstock,42,Medium,No,2024,March
BBU007416,2024-11-27,2025-01-08,2024-12-09,O+,Federal Medical Centre Owerri,Oncology,60,13,Transfused,\N,12,Low,No,2024,November
BBU007417,2024-10-13,2024-11-24,2024-10-20,O+,National Hospital Abuja,Hematology,48,13,Transfused,\N,7,Low,No,2024,October
BBU007418,2023-09-18,2023-10-30,2023-09-23,O-,University of Port Harcourt Teaching Hospital,Trauma,10,9,Transfused,\N,5,High,No,2023,September
BBU007419,2025-09-06,2025-10-18,2025-09-16,O+,Lagos University Teaching Hospital,Surgery,59,19,Transfused,\N,10,Low,No,2025,September
BBU007420,2024-07-14,2024-08-25,2024-07-20,O+,Federal Medical Centre Owerri,ICU,65,20,Transfused,\N,6,Low,No,2024,July
BBU007421,2023-04-02,2023-05-14,2023-04-12,O+,National Hospital Abuja,ICU,39,23,Transfused,\N,10,Low,No,2023,April
BBU007422,2024-03-04,2024-04-15,2024-03-16,A+,University of Port Harcourt Teaching Hospital,Trauma,14,6,Transfused,\N,12,Medium,No,2024,March
BBU007423,2023-05-11,2023-06-22,2023-05-15,A+,Aminu Kano Teaching Hospital,Obstetrics,27,12,Transfused,\N,4,Medium,No,2023,May
BBU007424,2023-07-29,2023-09-09,2023-08-21,B+,Lagos University Teaching Hospital,ICU,17,8,Transfused,\N,23,Medium,No,2023,July
BBU007425,2024-10-22,2024-12-03,2024-11-06,B+,Federal Medical Centre Owerri,ICU,11,8,Transfused,\N,15,Medium,No,2024,October
BBU007426,2025-06-28,2025-08-09,2025-07-21,A+,University College Hospital Ibadan,Oncology,15,10,Transfused,\N,23,Medium,No,2025,June
BBU007427,2025-03-16,2025-04-27,\N,A+,National Hospital Abuja,Obstetrics,42,14,Available,\N,4,Low,No,2025,March
BBU007428,2023-03-18,2023-04-29,2023-04-04,AB-,University of Port Harcourt Teaching Hospital,Emergency,45,15,Transfused,\N,17,Low,No,2023,March
BBU007429,2025-07-11,2025-08-22,2025-07-31,B+,Aminu Kano Teaching Hospital,Trauma,47,12,Transfused,\N,20,Low,No,2025,July
BBU007430,2023-04-20,2023-06-01,2023-04-25,O+,National Hospital Abuja,ICU,75,16,Transfused,\N,5,Low,No,2023,April
BBU007431,2024-09-11,2024-10-23,2024-09-18,O+,National Hospital Abuja,Emergency,71,20,Transfused,\N,7,Low,No,2024,September
BBU007432,2025-05-23,2025-07-04,\N,AB+,University of Port Harcourt Teaching Hospital,Emergency,47,4,Expired,Inventory Overstock,42,Low,No,2025,May
BBU007433,2025-04-23,2025-06-04,2025-04-25,O+,Aminu Kano Teaching Hospital,Surgery,50,21,Transfused,\N,2,Low,No,2025,April
BBU007434,2024-04-19,2024-05-31,2024-05-02,O+,National Hospital Abuja,Obstetrics,72,25,Transfused,\N,13,Low,No,2024,April
BBU007435,2025-05-25,2025-07-06,2025-05-28,O+,National Hospital Abuja,ICU,39,12,Transfused,\N,3,Low,No,2025,May
BBU007436,2025-06-03,2025-07-15,\N,B+,University of Port Harcourt Teaching Hospital,ICU,21,7,Available,\N,39,Medium,No,2025,June
BBU007437,2024-10-15,2024-11-26,\N,AB+,University College Hospital Ibadan,Emergency,45,3,Expired,Storage Temperature Excursion,42,Low,No,2024,October
BBU007438,2025-11-02,2025-12-14,2025-11-08,B+,Aminu Kano Teaching Hospital,Emergency,50,8,Transfused,\N,6,Low,No,2025,November
BBU007439,2024-12-28,2025-02-08,2024-12-31,O-,University of Port Harcourt Teaching Hospital,Surgery,9,15,Transfused,\N,3,High,Yes,2024,December
BBU007440,2025-07-16,2025-08-27,2025-08-10,AB-,Lagos University Teaching Hospital,Emergency,18,14,Transfused,\N,25,Medium,No,2025,July
BBU007441,2023-10-29,2023-12-10,2023-11-08,A-,National Hospital Abuja,Obstetrics,50,12,Transfused,\N,10,Low,No,2023,October
BBU007442,2023-08-02,2023-09-13,\N,AB+,National Hospital Abuja,Obstetrics,47,5,Available,\N,35,Low,No,2023,August
BBU007443,2024-03-02,2024-04-13,2024-03-23,B+,Lagos University Teaching Hospital,Emergency,10,7,Transfused,\N,21,High,No,2024,March
BBU007444,2023-07-01,2023-08-12,2023-07-14,O+,National Hospital Abuja,Trauma,41,23,Transfused,\N,13,Low,No,2023,July
BBU007445,2024-09-15,2024-10-27,2024-09-30,O+,National Hospital Abuja,Emergency,61,17,Transfused,\N,15,Low,No,2024,September
BBU007446,2024-04-09,2024-05-21,\N,A+,Lagos University Teaching Hospital,ICU,22,7,Expired,Inventory Overstock,42,Medium,No,2024,April
BBU007447,2023-07-05,2023-08-16,2023-07-08,O+,National Hospital Abuja,Oncology,44,23,Transfused,\N,3,Low,No,2023,July
BBU007448,2024-12-11,2025-01-22,2024-12-22,B+,Aminu Kano Teaching Hospital,Surgery,48,16,Transfused,\N,11,Low,No,2024,December
BBU007449,2024-05-21,2024-07-02,2024-06-05,B+,Federal Medical Centre Owerri,Pediatrics,45,11,Transfused,\N,15,Low,No,2024,May
BBU007450,2023-02-19,2023-04-02,2023-02-22,O-,National Hospital Abuja,Pediatrics,7,11,Transfused,\N,3,High,Yes,2023,February
BBU007451,2024-08-20,2024-10-01,2024-09-07,B+,Lagos University Teaching Hospital,Surgery,32,18,Transfused,\N,18,Low,No,2024,August
BBU007452,2024-06-05,2024-07-17,\N,O+,Federal Medical Centre Owerri,Emergency,44,17,Available,\N,7,Low,No,2024,June
BBU007453,2024-12-08,2025-01-19,2024-12-22,A-,University College Hospital Ibadan,Emergency,48,14,Transfused,\N,14,Low,No,2024,December
BBU007454,2024-08-03,2024-09-14,\N,AB+,University College Hospital Ibadan,Obstetrics,56,2,Available,\N,40,Low,No,2024,August
BBU007455,2025-09-24,2025-11-05,2025-10-02,O+,University College Hospital Ibadan,Emergency,37,15,Transfused,\N,8,Low,No,2025,September
BBU007456,2023-05-11,2023-06-22,\N,AB+,Lagos University Teaching Hospital,Emergency,43,2,Available,\N,21,Low,No,2023,May
BBU007457,2023-01-27,2023-03-10,2023-01-31,O+,National Hospital Abuja,Surgery,80,17,Transfused,\N,4,Low,No,2023,January
BBU007458,2023-06-07,2023-07-19,2023-06-13,B+,University College Hospital Ibadan,Trauma,40,15,Transfused,\N,6,Low,No,2023,June
BBU007459,2025-04-08,2025-05-20,2025-04-20,O+,University College Hospital Ibadan,Emergency,56,14,Transfused,\N,12,Low,No,2025,April
BBU007460,2024-08-10,2024-09-21,2024-08-15,O+,Federal Medical Centre Owerri,Pediatrics,77,15,Transfused,\N,5,Low,No,2024,August
BBU007461,2024-09-06,2024-10-18,2024-09-24,B+,National Hospital Abuja,Surgery,25,15,Transfused,\N,18,Medium,No,2024,September
BBU007462,2025-03-02,2025-04-13,2025-03-15,O+,University College Hospital Ibadan,Emergency,64,13,Transfused,\N,13,Low,No,2025,March
BBU007463,2024-06-06,2024-07-18,2024-06-19,O+,University College Hospital Ibadan,Surgery,72,18,Transfused,\N,13,Low,No,2024,June
BBU007464,2025-09-24,2025-11-05,2025-09-30,O+,Lagos University Teaching Hospital,Emergency,71,26,Transfused,\N,6,Low,No,2025,September
BBU007465,2023-02-22,2023-04-05,2023-03-05,O+,University of Port Harcourt Teaching Hospital,Surgery,67,16,Transfused,\N,11,Low,No,2023,February
BBU007466,2023-09-14,2023-10-26,2023-09-20,O+,Lagos University Teaching Hospital,Emergency,54,24,Transfused,\N,6,Low,No,2023,September
BBU007467,2024-05-09,2024-06-20,2024-05-12,B-,Lagos University Teaching Hospital,ICU,20,17,Transfused,\N,3,Medium,No,2024,May
BBU007468,2023-11-07,2023-12-19,2023-11-20,O+,University of Port Harcourt Teaching Hospital,Emergency,47,23,Transfused,\N,13,Low,No,2023,November
BBU007469,2023-03-02,2023-04-13,2023-03-25,A+,National Hospital Abuja,Hematology,44,16,Transfused,\N,23,Low,No,2023,March
BBU007470,2025-02-26,2025-04-09,2025-03-18,B+,University College Hospital Ibadan,Emergency,19,6,Transfused,\N,20,Medium,No,2025,February
BBU007471,2024-01-22,2024-03-04,\N,B+,University College Hospital Ibadan,Hematology,34,11,Expired,Storage Temperature Excursion,42,Low,No,2024,January
BBU007472,2025-07-30,2025-09-10,2025-08-07,O+,Lagos University Teaching Hospital,ICU,27,24,Transfused,\N,8,Medium,No,2025,July
BBU007473,2025-04-27,2025-06-08,2025-04-30,B+,Aminu Kano Teaching Hospital,ICU,35,6,Transfused,\N,3,Low,No,2025,April
BBU007474,2023-10-13,2023-11-24,2023-10-28,A+,Lagos University Teaching Hospital,Pediatrics,28,16,Transfused,\N,15,Medium,No,2023,October
BBU007475,2024-05-07,2024-06-18,2024-05-21,O+,National Hospital Abuja,Trauma,37,17,Transfused,\N,14,Low,No,2024,May
BBU007476,2023-03-07,2023-04-18,2023-03-14,A+,University of Port Harcourt Teaching Hospital,Surgery,16,17,Transfused,\N,7,Medium,Yes,2023,March
BBU007477,2023-10-01,2023-11-12,2023-10-23,B+,Lagos University Teaching Hospital,Surgery,22,9,Transfused,\N,22,Medium,No,2023,October
BBU007478,2023-03-23,2023-05-04,2023-04-05,O+,Lagos University Teaching Hospital,Emergency,24,18,Transfused,\N,13,Medium,No,2023,March
BBU007479,2025-06-15,2025-07-27,2025-06-25,B+,National Hospital Abuja,Surgery,35,13,Transfused,\N,10,Low,No,2025,June
BBU007480,2025-05-12,2025-06-23,2025-06-03,B+,National Hospital Abuja,Surgery,39,10,Transfused,\N,22,Low,No,2025,May
BBU007481,2023-02-03,2023-03-17,2023-02-20,A+,University of Port Harcourt Teaching Hospital,Trauma,14,12,Transfused,\N,17,Medium,No,2023,February
BBU007482,2023-05-28,2023-07-09,2023-06-20,B+,Lagos University Teaching Hospital,Trauma,28,7,Transfused,\N,23,Medium,No,2023,May
BBU007483,2024-09-15,2024-10-27,\N,A+,University College Hospital Ibadan,Trauma,25,18,Expired,Storage Temperature Excursion,42,Medium,No,2024,September
BBU007484,2023-09-04,2023-10-16,2023-09-05,O-,Lagos University Teaching Hospital,Surgery,4,12,Transfused,\N,1,High,Yes,2023,September
BBU007485,2023-12-03,2024-01-14,2023-12-10,O-,Lagos University Teaching Hospital,Surgery,3,11,Transfused,\N,7,High,Yes,2023,December
BBU007486,2024-12-18,2025-01-29,2024-12-30,B+,Federal Medical Centre Owerri,Oncology,12,12,Transfused,\N,12,Medium,No,2024,December
BBU007487,2025-03-20,2025-05-01,2025-03-23,O-,Lagos University Teaching Hospital,Emergency,5,14,Transfused,\N,3,High,Yes,2025,March
BBU007488,2023-10-14,2023-11-25,2023-10-15,O-,Lagos University Teaching Hospital,Surgery,6,8,Transfused,\N,1,High,Yes,2023,October
BBU007489,2025-02-24,2025-04-07,2025-03-10,O+,University of Port Harcourt Teaching Hospital,Obstetrics,35,27,Transfused,\N,14,Low,No,2025,February
BBU007490,2023-09-20,2023-11-01,\N,O+,Lagos University Teaching Hospital,ICU,44,18,Available,\N,4,Low,No,2023,September
BBU007491,2024-12-31,2025-02-11,2025-01-11,O+,Lagos University Teaching Hospital,ICU,67,24,Transfused,\N,11,Low,No,2024,December
BBU007492,2024-11-16,2024-12-28,2024-11-24,A+,Lagos University Teaching Hospital,Oncology,30,14,Transfused,\N,8,Medium,No,2024,November
BBU007493,2024-01-10,2024-02-21,2024-01-18,O+,University College Hospital Ibadan,Oncology,51,26,Transfused,\N,8,Low,No,2024,January
BBU007494,2024-06-22,2024-08-03,\N,O+,University College Hospital Ibadan,Surgery,71,14,Expired,Inventory Overstock,42,Low,No,2024,June
BBU007495,2023-04-03,2023-05-15,2023-04-18,O+,Lagos University Teaching Hospital,ICU,21,18,Transfused,\N,15,Medium,No,2023,April
BBU007496,2024-10-24,2024-12-05,2024-11-06,O+,Federal Medical Centre Owerri,Pediatrics,20,17,Transfused,\N,13,Medium,No,2024,October
BBU007497,2024-11-16,2024-12-28,2024-11-29,O+,National Hospital Abuja,Emergency,41,14,Transfused,\N,13,Low,No,2024,November
BBU007498,2024-03-02,2024-04-13,2024-03-14,A+,University College Hospital Ibadan,Pediatrics,25,17,Transfused,\N,12,Medium,No,2024,March
BBU007499,2024-06-07,2024-07-19,2024-06-16,O+,Lagos University Teaching Hospital,Trauma,76,24,Transfused,\N,9,Low,No,2024,June
BBU007500,2023-10-16,2023-11-27,2023-11-05,B+,University College Hospital Ibadan,Surgery,19,13,Transfused,\N,20,Medium,No,2023,October
BBU007501,2024-04-13,2024-05-25,2024-04-25,A+,Aminu Kano Teaching Hospital,Emergency,44,5,Transfused,\N,12,Low,No,2024,April
BBU007502,2025-08-18,2025-09-29,2025-08-23,A+,Federal Medical Centre Owerri,Surgery,23,8,Transfused,\N,5,Medium,No,2025,August
BBU007503,2024-06-01,2024-07-13,2024-06-16,B+,University College Hospital Ibadan,Trauma,31,9,Transfused,\N,15,Low,No,2024,June
BBU007504,2023-06-21,2023-08-02,2023-07-09,A-,University College Hospital Ibadan,Oncology,31,15,Transfused,\N,18,Low,No,2023,June
BBU007505,2024-08-21,2024-10-02,2024-08-25,O+,National Hospital Abuja,Surgery,57,18,Transfused,\N,4,Low,No,2024,August
BBU007506,2025-01-02,2025-02-13,2025-01-13,A-,University College Hospital Ibadan,Obstetrics,13,6,Transfused,\N,11,Medium,No,2025,January
BBU007507,2025-07-26,2025-09-06,2025-08-12,B+,Lagos University Teaching Hospital,Pediatrics,41,13,Transfused,\N,17,Low,No,2025,July
BBU007508,2024-10-10,2024-11-21,2024-10-14,O+,National Hospital Abuja,Emergency,33,14,Transfused,\N,4,Low,No,2024,October
BBU007509,2023-01-17,2023-02-28,2023-02-07,B-,Aminu Kano Teaching Hospital,Surgery,26,5,Transfused,\N,21,Medium,No,2023,January
BBU007510,2024-10-21,2024-12-02,2024-11-07,B-,Lagos University Teaching Hospital,Emergency,26,8,Transfused,\N,17,Medium,No,2024,October
BBU007511,2025-10-11,2025-11-22,2025-10-27,A+,National Hospital Abuja,Surgery,49,11,Transfused,\N,16,Low,No,2025,October
BBU007512,2023-07-14,2023-08-25,2023-07-16,O+,Lagos University Teaching Hospital,Pediatrics,52,18,Transfused,\N,2,Low,No,2023,July
BBU007513,2025-12-18,2026-01-29,\N,A+,University College Hospital Ibadan,Hematology,31,13,Available,\N,3,Low,No,2025,December
BBU007514,2023-05-03,2023-06-14,\N,A+,Lagos University Teaching Hospital,Obstetrics,14,16,Expired,Damaged During Handling,42,Medium,Yes,2023,May
BBU007515,2025-09-10,2025-10-22,2025-09-22,B+,National Hospital Abuja,Pediatrics,23,6,Transfused,\N,12,Medium,No,2025,September
BBU007516,2024-02-27,2024-04-09,2024-03-11,A+,University of Port Harcourt Teaching Hospital,Emergency,45,6,Transfused,\N,13,Low,No,2024,February
BBU007517,2023-07-08,2023-08-19,2023-07-18,B+,Lagos University Teaching Hospital,Surgery,12,9,Transfused,\N,10,Medium,No,2023,July
BBU007518,2025-06-06,2025-07-18,\N,A+,Lagos University Teaching Hospital,Emergency,38,13,Expired,Storage Temperature Excursion,42,Low,No,2025,June
BBU007519,2023-12-16,2024-01-27,2023-12-30,O+,University College Hospital Ibadan,Surgery,60,15,Transfused,\N,14,Low,No,2023,December
BBU007520,2023-01-31,2023-03-14,2023-02-20,A+,University College Hospital Ibadan,Surgery,39,17,Transfused,\N,20,Low,No,2023,January
BBU007521,2023-06-08,2023-07-20,\N,B+,University of Port Harcourt Teaching Hospital,Surgery,43,12,Expired,Shelf Life Exceeded,42,Low,No,2023,June
BBU007522,2023-04-03,2023-05-15,2023-04-18,A+,University of Port Harcourt Teaching Hospital,ICU,47,15,Transfused,\N,15,Low,No,2023,April
BBU007523,2025-12-10,2026-01-21,2025-12-13,O-,University of Port Harcourt Teaching Hospital,Obstetrics,5,14,Transfused,\N,3,High,Yes,2025,December
BBU007524,2023-09-21,2023-11-02,2023-10-06,O+,Aminu Kano Teaching Hospital,Trauma,41,26,Transfused,\N,15,Low,No,2023,September
BBU007525,2023-04-19,2023-05-31,2023-05-09,B+,Federal Medical Centre Owerri,Obstetrics,34,15,Transfused,\N,20,Low,No,2023,April
BBU007526,2023-01-05,2023-02-16,2023-01-20,O+,Lagos University Teaching Hospital,Emergency,29,25,Transfused,\N,15,Medium,No,2023,January
BBU007527,2024-02-10,2024-03-23,2024-02-15,B+,Lagos University Teaching Hospital,Surgery,23,17,Transfused,\N,5,Medium,No,2024,February
